INSTRUMENT REF,INSTRUMENT GROUP,INSTRUMENT TYPE
PL01L_uv_02,air_monitor,uv_abs
PL01L_uv_03,air_monitor,uv_abs
PL01L_uv_2,air_monitor,uv_abs
PL01L_uv_3,air_monitor,uv_abs
PL01L_uv_4,air_monitor,uv_abs
PL01L_uv_abs_02,air_monitor,uv_abs
PL01L_uv_abs_03,air_monitor,uv_abs
PL01L_uv_abs_04,air_monitor,uv_abs
PL02L_EK,air_sampler,filter_3pack
PL02L_HVPM10,air_sampler,high_vol_sampler
PL02L_HVPM25,air_sampler,high_vol_sampler
PL02L_NOxTS42i,air_monitor,chemiluminescence_molybdenum
PL02L_O3MLB,air_monitor,uv_abs
PL02L_O3TS49i,air_monitor,uv_abs
PL02L_SO2TS439i,air_monitor,uv_fluoresc
PL02L_SS2000,air_sampler,glass_sinter
PL02L_abs_5,air_sampler,abs_solution
PL02L_ads_05,air_sampler,gold_trap
PL02L_b_E1,precip_sampler,bulk_sampler
PL02L_b_E2,precip_sampler,bulk_sampler
PL02L_b_Hg,precip_sampler,bulk_sampler
PL02L_bf_s_5,precip_sampler,bulk_sampler
PL02L_bm5,precip_sampler,bulk_sampler
PL02L_bs_05,precip_sampler,bulk_sampler
PL02L_bs_5,precip_sampler,bulk_sampler
PL02L_bs_hg_05,precip_sampler,bulk_sampler
PL02L_f1p_05,air_sampler,filter_1pack
PL02L_f1p_5,air_sampler,filter_1pack
PL02L_f2p_5,air_sampler,filter_2pack
PL02L_f3p_03,air_sampler,filter_3pack
PL02L_f3p_05,air_sampler,filter_3pack
PL02L_f3p_5,air_sampler,filter_3pack
PL02L_f3p_5_1,air_sampler,filter_1pack
PL02L_glass_5,air_sampler,glass_sinter
PL02L_gtHg,air_sampler,ads_tube
PL02L_hell_1,precip_sampler,precip_gauge
PL02L_hell_1_5,precip_sampler,bulk_sampler
PL02L_hg_ads_05,air_sampler,ads_tube
PL02L_hm_hvs_05,air_sampler,high_vol_sampler
PL02L_hm_hvs_5,air_sampler,high_vol_sampler
PL02L_hm_wados_5,precip_sampler,wet_only_sampler
PL02L_hvs_05,air_sampler,high_vol_sampler
PL02L_hvs_10,air_sampler,high_vol_sampler
PL02L_hvs_5,air_sampler,high_vol_sampler
PL02L_hvs_pm25_5,air_sampler,high_vol_sampler
PL02L_lowvol_NA,air_sampler,low_vol_sampler
PL02L_uv_5,air_monitor,uv_abs
PL02L_w_1,precip_sampler,wet_only_sampler
PL02L_wados_05,precip_sampler,wet_only_sampler
PL02L_wados_5,precip_sampler,wet_only_sampler
PL05L_EK,air_sampler,filter_3pack
PL05L_HVPM10,air_sampler,high_vol_sampler
PL05L_HVPM10-Z,air_sampler,high_vol_sampler
PL05L_HVPM10_2,air_sampler,high_vol_sampler
PL05L_HVPM25,air_sampler,high_vol_sampler
PL05L_HVPM25-Z,air_sampler,high_vol_sampler
PL05L_O3MLB,air_monitor,uv_abs
PL05L_SS2000,air_sampler,glass_sinter
PL05L_ads_05,air_sampler,gold_trap
PL05L_b_E1,precip_sampler,bulk_sampler
PL05L_hell_1,precip_sampler,precip_gauge
PL05L_w_1,precip_sampler,wet_only_sampler
PL07L_Hewlett_Packard_Fisons_8000,air_monitor,online_gc
PT01L_BS1,precip_sampler,bulk_sampler
PT01L_BS3,precip_sampler,bulk_sampler
PT01L_BS4,precip_sampler,bulk_sampler
PT01L_Chemilum_1,air_monitor,chemiluminescence_photolytic
PT01L_RG1,precip_sampler,precip_gauge
PT01L_RG10,precip_sampler,bulk_sampler
PT01L_RG10_1,precip_sampler,precip_gauge
PT01L_RG3,precip_sampler,precip_gauge
PT01L_RG4,precip_sampler,precip_gauge
PT01L_UK,precip_sampler,bulk_sampler
PT01L_UV_fluoresc_4,air_monitor,uv_fluoresc
PT01L_WW10,precip_sampler,wet_only_sampler
PT01L_abs5,air_sampler,abs_solution
PT01L_abs_1,air_sampler,abs_solution
PT01L_abs_2,air_sampler,abs_solution
PT01L_abs_3,air_sampler,abs_solution
PT01L_abs_4,air_sampler,abs_solution
PT01L_bs1,precip_sampler,bulk_sampler
PT01L_bs1_off,precip_sampler,bulk_sampler
PT01L_bs3,precip_sampler,bulk_sampler
PT01L_bs4,precip_sampler,bulk_sampler
PT01L_bs_1,precip_sampler,bulk_sampler
PT01L_bs_10,precip_sampler,bulk_sampler
PT01L_bs_3,precip_sampler,bulk_sampler
PT01L_bs_4,precip_sampler,bulk_sampler
PT01L_f1p_1,air_sampler,filter_1pack
PT01L_f1p_2,air_sampler,filter_1pack
PT01L_f1p_3,air_sampler,filter_1pack
PT01L_f1p_4,air_sampler,filter_1pack
PT01L_f1p_5,air_sampler,filter_1pack
PT01L_uv_abs_4,air_monitor,uv_abs
PT01L_wados_1,precip_sampler,wet_only_sampler
PT01L_wados_10,precip_sampler,wet_only_sampler
PT01L_wados_2,precip_sampler,wet_only_sampler
PT01L_wados_3,precip_sampler,wet_only_sampler
PT01L_wados_4,precip_sampler,wet_only_sampler
PT02L_APA01_MV,precip_sampler,wet_only_sampler
PT02L_APA01_MV_hm,precip_sampler,wet_only_sampler
PT02L_APA02_APA,precip_sampler,wet_only_sampler
PT02L_APA02_APA_06,precip_sampler,wet_only_sampler
PT02L_APA02_APA_hm,precip_sampler,wet_only_sampler
PT02L_Andersen_MFC-PM10,air_sampler,high_vol_sampler
PT02L_Digitel,air_sampler,high_vol_sampler
PT02L_Graseby_Andersen_GMW_RFPS-1287-063,air_sampler,high_vol_sampler
PT02L_Hi-Vol,air_sampler,high_vol_sampler
PT02L_Hi-Vol_ecoc_pt04,air_sampler,high_vol_sampler
PT02L_Hi-Vol_hm_pt04,air_sampler,high_vol_sampler
PT02L_Hi-Vol_pop_pt04,air_sampler,high_vol_sampler
PT02L_Hi-Vol_pop_pt06,air_sampler,high_vol_sampler
PT02L_LRAQAR136,air_sampler,high_vol_sampler
PT02L_LRAQAR136_06,air_sampler,high_vol_sampler
PT02L_T_A_RFPS-1287-063,air_sampler,high_vol_sampler
PT02L_andersen_MFC_06,air_sampler,high_vol_sampler
PT02L_hvs_04,air_sampler,high_vol_sampler
PT04L_ang_o3,air_monitor,uv_abs
PT04L_bej_o3,air_monitor,uv_abs
PT04L_cas_o3,air_monitor,uv_abs
PT04L_fun_o3,air_monitor,uv_abs
PT04L_lis_o3,air_monitor,uv_abs
PT04L_pen_o3,air_monitor,uv_abs
PY01L_snl_o3,air_monitor,uv_abs
RO01L_NA,NA,NA
RO02L_NA,NA,NA
RO02L_fp_08,air_sampler,filterpack
RO02L_orion_03,air_monitor,chemiluminescence_photolytic
RO02L_orion_08,air_monitor,chemiluminescence_photolytic
RO02L_orion_08_1,air_monitor,uv_fluoresc
RO02L_orion_08_2,air_monitor,infrared_absorption
RO02L_tecora_08,air_sampler,high_vol_sampler
RO02L_uv_abs_03,air_monitor,uv_abs
RO02L_uv_abs_08,air_monitor,uv_abs
RO03L_Aerodyne_Q-ACSM_0-,air_monitor,aerosol_mass_spectrometer
RO03L_Aerodyne_Q-ACSM_0-140-172,air_monitor,aerosol_mass_spectrometer
RO04L_fdt_o3,air_monitor,uv_abs
RU01L_MAWS-420,phys_monitor,aws
RU01L_NA,NA,NA
RU01L_Portaethalometer,air_monitor,filter_absorption_photometer
RU01L_abst_1,air_sampler,abs_tube
RU01L_abst_10,air_sampler,abs_tube
RU01L_abst_13,air_sampler,abs_tube
RU01L_abst_14,air_sampler,abs_tube
RU01L_abst_16,air_sampler,abs_tube
RU01L_aws_14,phys_monitor,aws
RU01L_bs_01,precip_sampler,bulk_sampler
RU01L_bs_1,precip_sampler,bulk_sampler
RU01L_bs_1001,precip_sampler,bulk_sampler
RU01L_bs_13,precip_sampler,bulk_sampler
RU01L_bs_14,precip_sampler,bulk_sampler
RU01L_bs_16,precip_sampler,bulk_sampler
RU01L_bs_18,precip_sampler,bulk_sampler
RU01L_bs_20,precip_sampler,bulk_sampler
RU01L_bs_20_dup,precip_sampler,bulk_sampler
RU01L_den_14,air_sampler,denuder
RU01L_f1p_1,air_sampler,filter_1pack
RU01L_f1p_13,air_sampler,filter_1pack
RU01L_f1p_14,air_sampler,filter_1pack
RU01L_f1p_16,air_sampler,filter_1pack
RU01L_f1p_18,air_sampler,filter_1pack
RU01L_f1p_20,air_sampler,filter_1pack
RU01L_f1p_20_dup,air_sampler,filter_1pack
RU01L_hg_aerosol,air_sampler,air_UK
RU01L_hm_aero,air_sampler,air_UK
RU01L_hm_bs_1001,precip_sampler,bulk_sampler
RU01L_hvs_19,air_sampler,high_vol_sampler
RU01L_org_air,air_sampler,air_UK
RU01L_tekran_2537A,air_monitor,tekran
RU01L_uv_abs_1,air_monitor,uv_abs
RU01L_uv_abs_13,air_monitor,uv_abs
RU01L_uv_abs_16,air_monitor,uv_abs
RU01L_uv_abs_18,air_monitor,uv_abs
RU02L_bs_2000,precip_sampler,bulk_sampler
RU02L_bs_2001,precip_sampler,bulk_sampler
RU02L_bs_2002,precip_sampler,bulk_sampler
RU02L_bs_2003,precip_sampler,bulk_sampler
RU02L_bs_2004,precip_sampler,bulk_sampler
RU02L_bs_2005,precip_sampler,bulk_sampler
RU02L_bs_2006,precip_sampler,bulk_sampler
RU02L_bs_25,precip_sampler,bulk_sampler
RU03L_wet_only_RU1038R,precip_sampler,wet_only_sampler
RU03L_wet_only_RU1039R,precip_sampler,wet_only_sampler
RU03L_wet_only_RU1040U,precip_sampler,wet_only_sampler
RU04L_precip_gauge_RU1041R,precip_sampler,precip_gauge
RU04L_wet_only_RU1041R,precip_sampler,wet_only_sampler
RU06L_RU0002_tekran,air_monitor,Hg_mon
RU06L_hvs_ru0002,air_sampler,high_vol_sampler
RU06L_hvs_ru0100,air_sampler,high_vol_sampler
RU99L_RU_f4p_1038,air_sampler,filter_4pack
RU99L_RU_f4p_1039,air_sampler,filter_4pack
RU99L_RU_f4p_1040,air_sampler,filter_4pack
RU99L_RU_f4p_1041,air_sampler,filter_4pack
SE01L_Asp_12,air_sampler,TEOM
SE01L_Grimm_Bre,air_monitor,optical_particle_counter
SE01L_Grimm_Rao,air_monitor,optical_particle_counter
SE01L_IVLPM_Vav_11,air_sampler,IVLPM
SE01L_IVLPM_Vav_11_dup,air_sampler,IVLPM
SE01L_Lvs_Vav,air_sampler,low_vol_sampler
SE01L_Lvs_Vav_11,air_sampler,low_vol_sampler
SE01L_NA,NA,NA
SE01L_PM25_Bred,air_sampler,IVLPM
SE01L_PM25_Bred_05,air_sampler,IVLPM
SE01L_PM25_R_205_14,air_sampler,IVLPM
SE01L_PM25_Rao,air_sampler,IVLPM
SE01L_PM25_VAV_D,air_sampler,low_vol_sampler
SE01L_PM25_VAV_D_11,air_sampler,low_vol_sampler
SE01L_PM_Bred,air_sampler,IVLPM
SE01L_PM_Bred_05,air_sampler,IVLPM
SE01L_PM_R_205_14,air_sampler,IVLPM
SE01L_PM_Rao,air_sampler,IVLPM
SE01L_SE01L_gt96,air_sampler,gold_trap
SE01L_SE01L_gtno99,air_sampler,gold_trap
SE01L_TEOM_Asp,air_sampler,TEOM
SE01L_TEOM_Asp_12,air_sampler,TEOM
SE01L_TEOM_Vav,air_sampler,TEOM
SE01L_TEOM_Vav_11,air_sampler,TEOM
SE01L_TEOM_Vin,air_sampler,TEOM
SE01L_TEOM_nor,air_sampler,TEOM
SE01L_TPMPA,air_sampler,tub_denuder
SE01L_TPMPA_96,air_sampler,tub_denuder
SE01L_TPMRO,air_sampler,tub_denuder
SE01L_abs_01,air_sampler,abs_solution
SE01L_abs_03,air_sampler,abs_solution
SE01L_abs_04,air_sampler,abs_solution
SE01L_abs_05,air_sampler,abs_solution
SE01L_abs_05_1,air_sampler,abs_tube
SE01L_abs_06,air_sampler,abs_solution
SE01L_abs_07,air_sampler,abs_solution
SE01L_abs_08,air_sampler,abs_tube
SE01L_abs_08_1,air_sampler,abs_solution
SE01L_abs_09,air_sampler,abs_solution
SE01L_abs_1,air_sampler,abs_solution
SE01L_abs_10,air_sampler,abs_solution
SE01L_abs_11,air_sampler,abs_solution
SE01L_abs_11_1,air_sampler,abs_tube
SE01L_abs_12,air_sampler,abs_solution
SE01L_abs_13,air_sampler,abs_solution
SE01L_abs_14,air_sampler,abs_tube
SE01L_abs_14_1,air_sampler,abs_solution
SE01L_abs_2,air_sampler,abs_solution
SE01L_abs_3,air_sampler,abs_solution
SE01L_abs_5,air_sampler,abs_solution
SE01L_abs_8,air_sampler,abs_solution
SE01L_abst_11,air_sampler,abs_tube
SE01L_abst_12,air_sampler,abs_tube
SE01L_abst_2,air_sampler,abs_tube
SE01L_abst_3,air_sampler,abs_tube
SE01L_abst_5,air_sampler,abs_tube
SE01L_abst_8,air_sampler,abs_tube
SE01L_amalg_tube,air_sampler,amalg_tube
SE01L_amalg_tube_02,air_sampler,amalg_tube
SE01L_amalg_tube_02_,air_sampler,amalg_tube
SE01L_amalg_tube_05,air_sampler,amalg_tube
SE01L_amalg_tube_14,air_sampler,amalg_tube
SE01L_amalg_tube_20,air_sampler,amalg_tube
SE01L_amalg_tube_36,air_sampler,amalg_tube
SE01L_amalg_tube_96,air_sampler,amalg_tube
SE01L_at_05,air_sampler,amalg_tube
SE01L_at_11,air_sampler,amalg_tube
SE01L_at_14,air_sampler,amalg_tube
SE01L_aws_02,phys_monitor,aws
SE01L_b_samp,precip_sampler,bulk_sampler
SE01L_b_samp-asp,precip_sampler,bulk_sampler
SE01L_b_samp_11,precip_sampler,bulk_sampler
SE01L_b_samp_12,precip_sampler,bulk_sampler
SE01L_b_samp_14,precip_sampler,bulk_sampler
SE01L_b_samp_14_dup,precip_sampler,bulk_sampler
SE01L_b_samp_2,precip_sampler,bulk_sampler
SE01L_b_samp_20,precip_sampler,bulk_sampler
SE01L_b_samp_36,precip_sampler,bulk_sampler
SE01L_b_samp_96,precip_sampler,bulk_sampler
SE01L_b_samp_asp,precip_sampler,bulk_sampler
SE01L_b_samp_nor,precip_sampler,bulk_sampler
SE01L_b_samp_vav,precip_sampler,bulk_sampler
SE01L_bs_01,precip_sampler,bulk_sampler
SE01L_bs_03,precip_sampler,bulk_sampler
SE01L_bs_04,precip_sampler,bulk_sampler
SE01L_bs_05,precip_sampler,bulk_sampler
SE01L_bs_06,precip_sampler,bulk_sampler
SE01L_bs_07,precip_sampler,bulk_sampler
SE01L_bs_08,precip_sampler,bulk_sampler
SE01L_bs_09,precip_sampler,bulk_sampler
SE01L_bs_1,precip_sampler,bulk_sampler
SE01L_bs_10,precip_sampler,bulk_sampler
SE01L_bs_11,precip_sampler,bulk_sampler
SE01L_bs_13,precip_sampler,bulk_sampler
SE01L_bs_14,precip_sampler,bulk_sampler
SE01L_bs_2,precip_sampler,bulk_sampler
SE01L_bs_3,precip_sampler,bulk_sampler
SE01L_bs_5,precip_sampler,bulk_sampler
SE01L_bs_52,precip_sampler,bulk_sampler
SE01L_bs_53,precip_sampler,bulk_sampler
SE01L_bs_8,precip_sampler,bulk_sampler
SE01L_bs_94,precip_sampler,bulk_sampler
SE01L_bs_95,precip_sampler,bulk_sampler
SE01L_bs_hm_05,precip_sampler,bulk_sampler
SE01L_bs_hm_11,precip_sampler,bulk_sampler
SE01L_bs_hm_12,precip_sampler,bulk_sampler
SE01L_bs_hm_13,precip_sampler,bulk_sampler
SE01L_bs_hm_14,precip_sampler,bulk_sampler
SE01L_bs_hm_51,precip_sampler,bulk_sampler
SE01L_bs_hm_97,precip_sampler,bulk_sampler
SE01L_bs_hm_99,precip_sampler,bulk_sampler
SE01L_bshm_97,precip_sampler,bulk_sampler
SE01L_bsned_0013,precip_sampler,bulk_sampler
SE01L_bsned_0053,precip_sampler,bulk_sampler
SE01L_bsned_0098,precip_sampler,bulk_sampler
SE01L_bsned_13,precip_sampler,bulk_sampler
SE01L_bsned_53,precip_sampler,bulk_sampler
SE01L_bsned_94,precip_sampler,bulk_sampler
SE01L_bsned_96,precip_sampler,bulk_sampler
SE01L_bulk97hm,precip_sampler,bulk_sampler
SE01L_bulk98hm,precip_sampler,bulk_sampler
SE01L_bulk_HM,precip_sampler,bulk_sampler
SE01L_bulk_hg_samp,precip_sampler,bulk_sampler
SE01L_bulk_hg_samp_02,precip_sampler,bulk_sampler
SE01L_bulk_hg_samp_05,precip_sampler,bulk_sampler
SE01L_bulk_hg_samp_05_dup,precip_sampler,bulk_sampler
SE01L_bulk_hg_samp_11,precip_sampler,bulk_sampler
SE01L_bulk_hg_samp_12,precip_sampler,bulk_sampler
SE01L_bulk_hg_samp_14,precip_sampler,bulk_sampler
SE01L_bulk_hg_samp_20,precip_sampler,bulk_sampler
SE01L_bulk_hg_samp_36,precip_sampler,bulk_sampler
SE01L_bulk_hg_samp_96,precip_sampler,bulk_sampler
SE01L_bulk_hg_samp_97,precip_sampler,bulk_sampler
SE01L_bulk_hm_05,precip_sampler,bulk_sampler
SE01L_bulk_hm_12,precip_sampler,bulk_sampler
SE01L_bulk_hm_14,precip_sampler,bulk_sampler
SE01L_bulk_hm_20,precip_sampler,bulk_sampler
SE01L_bulk_hm_22,precip_sampler,bulk_sampler
SE01L_den_02,air_sampler,denuder
SE01L_den_12,air_sampler,denuder
SE01L_dic_denuder_02,air_sampler,denuder
SE01L_f1p_01,air_sampler,filter_1pack
SE01L_f1p_03,air_sampler,filter_1pack
SE01L_f1p_04,air_sampler,filter_1pack
SE01L_f1p_05,air_sampler,filter_1pack
SE01L_f1p_06,air_sampler,filter_1pack
SE01L_f1p_07,air_sampler,filter_1pack
SE01L_f1p_08,air_sampler,filter_1pack
SE01L_f1p_09,air_sampler,filter_1pack
SE01L_f1p_10,air_sampler,filter_1pack
SE01L_f1p_11,air_sampler,filter_1pack
SE01L_f1p_12,air_sampler,filter_1pack
SE01L_f1p_13,air_sampler,filter_1pack
SE01L_f1p_14,air_sampler,filter_1pack
SE01L_f1p_2,air_sampler,filter_1pack
SE01L_f1p_3,air_sampler,filter_1pack
SE01L_f1p_5,air_sampler,filter_1pack
SE01L_f1p_8,air_sampler,filter_1pack
SE01L_f2p_1,air_sampler,filter_2pack
SE01L_f2p_11,air_sampler,filter_2pack
SE01L_f2p_12,air_sampler,filter_2pack
SE01L_f2p_13,air_sampler,filter_2pack
SE01L_f2p_2,air_sampler,filter_2pack
SE01L_f2p_3,air_sampler,filter_2pack
SE01L_f2p_5,air_sampler,filter_2pack
SE01L_f2p_8,air_sampler,filter_2pack
SE01L_f3p_02,air_sampler,filter_3pack
SE01L_f3p_05,air_sampler,filter_3pack
SE01L_f3p_08,air_sampler,filter_3pack
SE01L_f3p_11,air_sampler,filter_3pack
SE01L_f3p_12,air_sampler,filter_3pack
SE01L_f3p_13,air_sampler,filter_3pack
SE01L_f3p_14,air_sampler,filter_3pack
SE01L_f3p_20,air_sampler,filter_3pack
SE01L_f3p_22,air_sampler,filter_3pack
SE01L_f3p_5,air_sampler,filter_3pack
SE01L_fabs_11,air_sampler,filter_abs_solution
SE01L_fabs_12,air_sampler,filter_abs_solution
SE01L_fabs_2,air_sampler,filter_abs_solution
SE01L_fabs_3,air_sampler,filter_abs_solution
SE01L_fabs_5,air_sampler,filter_abs_solution
SE01L_fabs_8,air_sampler,filter_abs_solution
SE01L_filterpack3_20,air_sampler,filter_3pack
SE01L_filterpack_3,air_sampler,filter_3pack
SE01L_gardis_IT06,air_monitor,Hg_mon
SE01L_glass_01,air_sampler,glass_sinter
SE01L_glass_02,air_sampler,glass_sinter
SE01L_glass_05,air_sampler,glass_sinter
SE01L_glass_08,air_sampler,glass_sinter
SE01L_glass_11,air_sampler,glass_sinter
SE01L_glass_12,air_sampler,glass_sinter
SE01L_glass_13,air_sampler,glass_sinter
SE01L_glass_2,air_sampler,glass_sinter
SE01L_glass_3,air_sampler,glass_sinter
SE01L_gtfi96,air_sampler,gold_trap
SE01L_gtno99,air_sampler,gold_trap
SE01L_hvf_puf,air_sampler,high_vol_sampler
SE01L_hvf_puf_14,air_sampler,high_vol_sampler
SE01L_hvf_puf_14_14,air_sampler,high_vol_sampler
SE01L_hvs1,air_sampler,high_vol_sampler
SE01L_hvs_pop_11,air_sampler,high_vol_sampler
SE01L_hvs_pop_12,air_sampler,high_vol_sampler
SE01L_hvs_pop_14,air_sampler,high_vol_sampler
SE01L_hvs_pop_14_dup,air_sampler,high_vol_sampler
SE01L_hvs_pop_36,air_sampler,high_vol_sampler
SE01L_hvs_pop_96,air_sampler,high_vol_sampler
SE01L_hvs_puf,air_sampler,high_vol_sampler
SE01L_hvs_puf_02,air_sampler,high_vol_sampler
SE01L_hvs_puf_12,air_sampler,high_vol_sampler
SE01L_hvs_puf_14,air_sampler,high_vol_sampler
SE01L_hvs_puf_36,air_sampler,high_vol_sampler
SE01L_hvs_puf_96,air_sampler,high_vol_sampler
SE01L_hvs_puf_Asp,air_sampler,high_vol_sampler
SE01L_hvs_puf_asp,air_sampler,high_vol_sampler
SE01L_hvs_puf_asp_12,air_sampler,high_vol_sampler
SE01L_hvs_puf_asp_14,air_sampler,high_vol_sampler
SE01L_hvs_puf_nor,air_sampler,high_vol_sampler
SE01L_impregnated_filter,air_sampler,abs_tube
SE01L_impregnated_filter_05,air_sampler,abs_tube
SE01L_impregnated_filter_12,air_sampler,abs_tube
SE01L_impregnated_filter_14,air_sampler,abs_tube
SE01L_impregnated_filter_20,air_sampler,abs_tube
SE01L_impregnated_filter_22,air_sampler,abs_tube
SE01L_ivl_trap_02,air_sampler,mini_trap
SE01L_ivl_trap_12,air_sampler,mini_trap
SE01L_ivl_trap_DE07,air_sampler,mini_trap
SE01L_ivl_trap_DE09,air_sampler,mini_trap
SE01L_ivl_trap_ES13,air_sampler,mini_trap
SE01L_ivl_trap_IE31,air_sampler,mini_trap
SE01L_ivl_trap_IL01,air_sampler,mini_trap
SE01L_ivl_trap_IT06,air_sampler,mini_trap
SE01L_ivl_trap_IT07,air_sampler,mini_trap
SE01L_ivl_trap_TR02,air_sampler,mini_trap
SE01L_manual_au_02,air_sampler,gold_trap
SE01L_manual_au_12,air_sampler,gold_trap
SE01L_manual_au_ES13,air_sampler,gold_trap
SE01L_manual_au_IL01,air_sampler,gold_trap
SE01L_manual_au_TR02,air_sampler,gold_trap
SE01L_metfiltap,air_sampler,filter_1pack
SE01L_metfiltasp,air_sampler,filter_1pack
SE01L_metfiltbre,air_sampler,filter_1pack
SE01L_metfiltnor,air_sampler,filter_1pack
SE01L_metfiltrao,air_sampler,filter_1pack
SE01L_metfiltvav,air_sampler,filter_1pack
SE01L_mist_camber_IT07,air_sampler,mist_chamber
SE01L_mist_chamber_02,air_sampler,mist_chamber
SE01L_mist_chamber_12,air_sampler,mist_chamber
SE01L_mist_chamber_DE07,air_sampler,mist_chamber
SE01L_mist_chamber_DE09,air_sampler,mist_chamber
SE01L_mist_chamber_ES13,air_sampler,mist_chamber
SE01L_mist_chamber_IE31,air_sampler,mist_chamber
SE01L_mist_chamber_IL01,air_sampler,mist_chamber
SE01L_mist_chamber_IT06,air_sampler,mist_chamber
SE01L_mist_chamber_IT07,air_sampler,mist_chamber
SE01L_mist_chamber_SE12,air_sampler,mist_chamber
SE01L_mist_chamber_TR02,air_sampler,mist_chamber
SE01L_opsis_sm200_12,air_monitor,b-attenuation
SE01L_paper_filter,air_sampler,filter_1pack
SE01L_paper_filter_14,air_sampler,filter_1pack
SE01L_paper_filter_20,air_sampler,filter_1pack
SE01L_sm200_Asp,air_monitor,b-attenuation
SE01L_sm200_nor,air_monitor,b-attenuation
SE01L_tub_14,air_sampler,tub_denuder
SE01L_uv_abs_03,air_monitor,uv_abs
SE01L_uv_abs_05,air_monitor,uv_abs
SE01L_uv_abs_11,air_monitor,uv_abs
SE01L_uv_abs_12,air_monitor,uv_abs
SE01L_uv_abs_13,air_monitor,uv_abs
SE01L_uv_abs_14,air_monitor,uv_abs
SE01L_uv_abs_18,air_monitor,uv_abs
SE01L_uv_abs_19,air_monitor,uv_abs
SE01L_uv_abs_2,air_monitor,uv_abs
SE01L_uv_abs_20,air_monitor,uv_abs
SE01L_uv_abs_22,air_monitor,uv_abs
SE01L_uv_abs_31,air_monitor,uv_abs
SE01L_uv_abs_32,air_monitor,uv_abs
SE01L_uv_abs_33,air_monitor,uv_abs
SE01L_uv_abs_34,air_monitor,uv_abs
SE01L_uv_abs_35,air_monitor,uv_abs
SE01L_uv_abs_39,air_monitor,uv_abs
SE01L_uv_abs_5,air_monitor,uv_abs
SE01L_uv_absorption,air_monitor,uv_abs
SE01L_vav_denuder,air_sampler,denuder
SE01L_vdl_o3,air_monitor,uv_abs
SE01L_wados_05,precip_sampler,wet_only_sampler
SE01L_wados_1,precip_sampler,wet_only_sampler
SE01L_wados_11,precip_sampler,wet_only_sampler
SE01L_wados_11_dup,precip_sampler,wet_only_sampler
SE01L_wados_12,precip_sampler,wet_only_sampler
SE01L_wados_13,precip_sampler,wet_only_sampler
SE01L_wados_14,precip_sampler,wet_only_sampler
SE01L_wados_2,precip_sampler,wet_only_sampler
SE01L_wados_3,precip_sampler,wet_only_sampler
SE01L_wados_5,precip_sampler,wet_only_sampler
SE01L_wados_8,precip_sampler,wet_only_sampler
SE01L_wados_93,precip_sampler,wet_only_sampler
SE01L_wados_hm_12,precip_sampler,wet_only_sampler
SE01L_wo_samp_93,precip_sampler,wet_only_sampler
SE01L_wo_sampler,precip_sampler,wet_only_sampler
SE01L_wo_sampler_05,precip_sampler,wet_only_sampler
SE01L_wo_sampler_12,precip_sampler,wet_only_sampler
SE01L_wo_sampler_14,precip_sampler,wet_only_sampler
SE01L_wo_sampler_20,precip_sampler,wet_only_sampler
SE01L_wo_sampler_22,precip_sampler,wet_only_sampler
SE02L_Aurora_3000_HYY_ref+Aurora_3000_HYY_wet,air_monitor,nephelometer
SE02L_ITM_new_haddok_ASP,air_monitor,dmps
SE02L_PSAP_CUSTOM_ASP,air_monitor,filter_absorption_photometer
SE02L_PSAP_CUSTOM_ZEP,air_monitor,filter_absorption_photometer
SE02L_TINTIN,air_monitor,dmps
SE02L_TSI3563,air_monitor,nephelometer
SE02L_TSI_3563_ZEP_dry,air_monitor,nephelometer
SE03L_ACES_Leckel_OCEC,air_sampler,low_vol_sampler
SE03L_ASP-DMPS-1,air_monitor,dmps
SE03L_ASP-PSAP-1,air_monitor,filter_absorption_photometer
SE03L_ASP_LECKSUN_1,air_sampler,lvs_denuder_tandem
SE03L_ITM_New_haddock_ASP,air_monitor,dmps
SE03L_Thermo-MAAP_5012-ASP_2017,air_monitor,filter_absorption_photometer
SE03L_ZEP-CPC1,air_monitor,cpc
SE03L_ZEP-CPC2,air_monitor,cpc
SE03L_ZEP-PSAP-1,air_monitor,filter_absorption_photometer
SE03L_ZEP-PSAP1,air_monitor,filter_absorption_photometer
SE04L_AMS_Vavihill01,air_monitor,AMS
SE04L_Aerodyne_ToF-ACSM_019,air_monitor,aerosol_mass_spectrometer
SE04L_DMPS_Hyltemossa01,air_monitor,dmps
SE04L_DMPS_Vavihill01,air_monitor,dmps
SE04L_DMT_CCN-100_VAV1,air_monitor,CCNC
SE04L_ECOTECHneph_Vavihill01,air_monitor,nephelometer
SE04L_ECOTECHneph_Vavihill01_635,air_monitor,nephelometer
SE04L_ECOTECHneph_Vavihill01_aerosol,air_monitor,nephelometer
SE04L_HTDMA_Vavihill_01,air_monitor,HTDMA
SE04L_LU_DRI-1,air_sampler,lvs_single_twin
SE04L_LU_DRI-1_,air_sampler,low_vol_sampler
SE04L_LU_DRI-1_1,air_sampler,lvs_denuder_tandem
SE04L_LU_DRI-1_lvs,air_sampler,lvs_denuder_tandem
SE04L_LU_DRI-2,air_sampler,lvs_denuder_tandem
SE04L_PSAP_SE04,air_monitor,filter_absorption_photometer
SE16L_PMOD-WRC_PFR-N_SE0015C_NRT,air_monitor,sun_tracking_filter_radiometer
