INSTRUMENT REF,INSTRUMENT GROUP,INSTRUMENT TYPE
DE08L_sc_05,air_sampler,steel_canister
DE08L_sc_07,air_sampler,steel_canister
DE08L_sc_08,air_sampler,steel_canister
DE08L_sc_09,air_sampler,steel_canister
DE08L_uv_abs_08,air_monitor,uv_abs
DE08L_wados_pop_09,precip_sampler,wet_only_sampler
DE08L_wados_pop_1mo_01,precip_sampler,wet_only_sampler
DE08L_wados_pop_1mo_01_dup,precip_sampler,wet_only_sampler
DE08L_wados_pop_1mo_02,precip_sampler,wet_only_sampler
DE08L_wados_pop_1mo_03,precip_sampler,wet_only_sampler
DE08L_wados_pop_1mo_08,precip_sampler,wet_only_sampler
DE08L_wados_pop_1mo_09,precip_sampler,wet_only_sampler
DE08L_wados_pop_1mo_09_dup,precip_sampler,wet_only_sampler
DE08L_wados_pop_1mo_tot_01,precip_sampler,wet_only_sampler
DE08L_wados_pop_1mo_tot_02,precip_sampler,wet_only_sampler
DE08L_wados_pop_1mo_tot_03,precip_sampler,wet_only_sampler
DE08L_wados_pop_1mo_tot_08,precip_sampler,wet_only_sampler
DE08L_wados_pop_1mo_tot_09,precip_sampler,wet_only_sampler
DE09L_43C_Horiba_9,air_sampler,trace_level_analyzer
DE09L_43C_Horiba_DE09L,air_sampler,trace_level_analyzer
DE09L_Aerodyne_Q-ACSM_140-134,air_monitor,aerosol_mass_spectrometer
DE09L_ECO_Physics_DE43,air_monitor,chemiluminescence_photolytic
DE09L_Ecophysics-CLD770ALppt-No1,air_monitor,chemiluminescence_photolytic
DE09L_Ecophysics_CLD700ALppt_CLD1,air_monitor,chemiluminescence_photolytic
DE09L_Ecophysics_CLD770ALppt_1,air_monitor,chemiluminescence_photolytic
DE09L_Grimm_180_HPB,air_monitor,optical_particle_size_spectrometer
DE09L_HPB_aws,phys_monitor,aws
DE09L_MAAP_5012_PM10,air_monitor,filter_absorption_photometer
DE09L_NaJ_09,air_sampler,trace_level_analyzer
DE09L_RP_TEOM,air_sampler,TEOM
DE09L_SMPS_MOHP_NRT,air_monitor,smps
DE09L_TE48S_DE43,air_monitor,uv_fluoresc
DE09L_TE_MAAP,air_monitor,filter_absorption_photometer
DE09L_TE_MAAP_dry,air_monitor,filter_absorption_photometer
DE09L_TE_SHARP,air_sampler,beta_gauge_particulate_sampler
DE09L_TSI_3563_NRT,air_monitor,nephelometer
DE09L_TSI_CPC_3025,air_monitor,cpc
DE09L_TSI_CPC_3025A,air_monitor,cpc
DE09L_TSI_CPC_3762,air_monitor,cpc
DE09L_TSI_CPC_3772,air_monitor,cpc
DE09L_TSI_CPC_3776,air_monitor,cpc
DE09L_TSI_Neph_3563,air_monitor,nephelometer
DE09L_Thermo_49C,air_monitor,uv_abs
DE09L_Thermo_5012_HPB_NRT,air_monitor,filter_absorption_photometer
DE09L_Varian_GC-3800-FID_HPB_C2-C8-hydro,air_monitor,online_gc
DE09L_Varian_GC-3800-FID_HPB_C2-C8-hydrocarb,air_monitor,online_gc
DE09L_hpb_o3,air_monitor,uv_abs
DE09L_online_Varian_3600CX,air_monitor,online_gc
DE09L_tsi_neph_3563,air_monitor,nephelometer
DE09L_tsi_neph_3563_aerosol,air_monitor,nephelometer
DE09L_uv_abs_9,air_monitor,uv_abs
DE09L_uv_abs_DE43,air_monitor,uv_abs
DE10L_Digitel_01,air_sampler,high_vol_sampler
DE10L_Digitel_02,air_sampler,high_vol_sampler
DE10L_Digitel_03,air_sampler,high_vol_sampler
DE10L_Digitel_07,air_sampler,high_vol_sampler
DE10L_Digitel_08,air_sampler,high_vol_sampler
DE10L_Digitel_09,air_sampler,high_vol_sampler
DE10L_NaJ_01,air_sampler,NaJ_solution
DE10L_NaJ_02,air_sampler,NaJ_solution
DE10L_NaJ_03,air_sampler,NaJ_solution
DE10L_NaJ_07,air_sampler,NaJ_solution
DE10L_NaJ_08,air_sampler,NaJ_solution
DE10L_NaJ_09,air_sampler,NaJ_solution
DE11L_CA0300_aircraft,phys_monitor,aircraft_system
DE11L_CA0300_aircraft_ch4,air_sampler,GC-FID
DE11L_CA0300_aircraft_co2,air_sampler,GC-FID
DE11L_CA0300_aircraft_n2o,air_sampler,GC-ECD
DE11L_CA0300_aircraft_sf6,air_sampler,GC-ECD
DE11L_CA0301_aircraft,phys_monitor,aircraft_system
DE11L_CA0301_aircraft_ch4,air_sampler,GC-FID
DE11L_CA0301_aircraft_co2,air_sampler,GC-FID
DE11L_CA0301_aircraft_n2o,air_sampler,GC-ECD
DE11L_CA0301_aircraft_sf6,air_sampler,GC-ECD
DE11L_CA0302_aircraft,phys_monitor,aircraft_system
DE11L_CA0302_aircraft_ch4,air_sampler,GC-FID
DE11L_CA0302_aircraft_co2,air_sampler,GC-FID
DE11L_CA0302_aircraft_n2o,air_sampler,GC-ECD
DE11L_CA0302_aircraft_sf6,air_sampler,GC-ECD
DE11L_DE0101_aircraft,phys_monitor,aircraft_system
DE11L_DE0101_aircraft_ch4,air_sampler,GC-FID
DE11L_DE0101_aircraft_co2,air_sampler,GC-FID
DE11L_DE0101_aircraft_n2o,air_sampler,GC-ECD
DE11L_DE0101_aircraft_sf6,air_sampler,GC-ECD
DE11L_DE0103_aircraft,phys_monitor,aircraft_system
DE11L_DE0103_aircraft_ch4,air_sampler,GC-FID
DE11L_DE0103_aircraft_co2,air_sampler,GC-FID
DE11L_DE0103_aircraft_n2o,air_sampler,GC-ECD
DE11L_DE0103_aircraft_sf6,air_sampler,GC-ECD
DE11L_DE0104_aircraft,phys_monitor,aircraft_system
DE11L_DE0104_aircraft_ch4,air_sampler,GC-FID
DE11L_DE0104_aircraft_co2,air_sampler,GC-FID
DE11L_DE0104_aircraft_n2o,air_sampler,GC-ECD
DE11L_DE0104_aircraft_sf6,air_sampler,GC-ECD
DE11L_DE0105_aircraft,phys_monitor,aircraft_system
DE11L_DE0105_aircraft_ch4,air_sampler,GC-FID
DE11L_DE0105_aircraft_co2,air_sampler,GC-FID
DE11L_DE0105_aircraft_n2o,air_sampler,GC-ECD
DE11L_DE0105_aircraft_sf6,air_sampler,GC-ECD
DE11L_DE0106_aircraft,phys_monitor,aircraft_system
DE11L_DE0106_aircraft_ch4,air_sampler,GC-FID
DE11L_DE0106_aircraft_co2,air_sampler,GC-FID
DE11L_DE0106_aircraft_n2o,air_sampler,GC-ECD
DE11L_DE0106_aircraft_sf6,air_sampler,GC-ECD
DE11L_DE0110_aircraft,phys_monitor,aircraft_system
DE11L_DE0110_aircraft_ch4,air_sampler,GC-FID
DE11L_DE0110_aircraft_co2,air_sampler,GC-FID
DE11L_DE0110_aircraft_n2o,air_sampler,GC-ECD
DE11L_DE0110_aircraft_sf6,air_sampler,GC-ECD
DE11L_DE0112_aircraft,phys_monitor,aircraft_system
DE11L_DE0112_aircraft_ch4,air_sampler,GC-FID
DE11L_DE0112_aircraft_co2,air_sampler,GC-FID
DE11L_DE0112_aircraft_n2o,air_sampler,GC-ECD
DE11L_DE0112_aircraft_sf6,air_sampler,GC-ECD
DE11L_DE0113_aircraft,phys_monitor,aircraft_system
DE11L_DE0113_aircraft_ch4,air_sampler,GC-FID
DE11L_DE0113_aircraft_co2,air_sampler,GC-FID
DE11L_DE0113_aircraft_n2o,air_sampler,GC-ECD
DE11L_DE0113_aircraft_sf6,air_sampler,GC-ECD
DE11L_IN0101_aircraft,phys_monitor,aircraft_system
DE11L_IN0101_aircraft_ch4,air_sampler,GC-FID
DE11L_IN0101_aircraft_co2,air_sampler,GC-FID
DE11L_IN0101_aircraft_n2o,air_sampler,GC-ECD
DE11L_IN0101_aircraft_sf6,air_sampler,GC-ECD
DE11L_JP0101_aircraft,phys_monitor,aircraft_system
DE11L_JP0101_aircraft_ch4,air_sampler,GC-FID
DE11L_JP0101_aircraft_co2,air_sampler,GC-FID
DE11L_JP0101_aircraft_n2o,air_sampler,GC-ECD
DE11L_JP0101_aircraft_sf6,air_sampler,GC-ECD
DE11L_PH0101_aircraft,phys_monitor,aircraft_system
DE11L_PH0101_aircraft_ch4,air_sampler,GC-FID
DE11L_PH0101_aircraft_co2,air_sampler,GC-FID
DE11L_PH0101_aircraft_n2o,air_sampler,GC-ECD
DE11L_PH0101_aircraft_sf6,air_sampler,GC-ECD
DE11L_US0101_aircraft,phys_monitor,aircraft_system
DE11L_US0101_aircraft_ch4,air_sampler,GC-FID
DE11L_US0101_aircraft_co2,air_sampler,GC-FID
DE11L_US0101_aircraft_n2o,air_sampler,GC-ECD
DE11L_US0101_aircraft_sf6,air_sampler,GC-ECD
DE11L_VE0101_aircraft,phys_monitor,aircraft_system
DE11L_VE0101_aircraft_ch4,air_sampler,GC-FID
DE11L_VE0101_aircraft_co2,air_sampler,GC-FID
DE11L_VE0101_aircraft_n2o,air_sampler,GC-ECD
DE11L_VE0101_aircraft_sf6,air_sampler,GC-ECD
DE11L_ZA0101_aircraft,phys_monitor,aircraft_system
DE11L_ZA0101_aircraft_ch4,air_sampler,GC-FID
DE11L_ZA0101_aircraft_co2,air_sampler,GC-FID
DE11L_ZA0101_aircraft_n2o,air_sampler,GC-ECD
DE11L_ZA0101_aircraft_sf6,air_sampler,GC-ECD
DE12L_eusaar_maxdoas,phys_monitor,maxdoas
DE13L_PMOD-WRC_PFR-N_DE0009R_NRT,air_monitor,sun_tracking_filter_radiometer
DE13L_PMOD-WRC_PFR-N_DE0057G_NRT,air_monitor,sun_tracking_filter_radiometer
DE13L_PMOD-WRC_PFR-N_DE0058R_NRT,air_monitor,sun_tracking_filter_radiometer
DE13L_PMOD-WRC_PFR-N_LIN,air_monitor,sun_tracking_filter_radiometer
DE13L_PMOD-WRC_PFR-N_LIN_NRT,air_monitor,sun_tracking_filter_radiometer
DE13L_sun_tracking_filter_radiometer_09,air_monitor,sun_tracking_filter_radiometer
DE13L_sun_tracking_filter_radiometer_43,air_monitor,sun_tracking_filter_radiometer
DE13L_sun_tracking_filter_radiometer_57,air_monitor,sun_tracking_filter_radiometer
DE13L_sun_tracking_filter_radiometer_58,air_monitor,sun_tracking_filter_radiometer
DE13L_sun_tracking_filter_radiometer_59,air_monitor,sun_tracking_filter_radiometer
DE15L_APS3321_NMY,air_monitor,aps
DE15L_CPC_3022A_NMY,air_monitor,cpc
DE15L_CPC_3022_NMY,air_monitor,cpc
DE15L_MAAP_NM,air_monitor,filter_absorption_photometer
DE15L_MAAP_NMY,air_monitor,filter_absorption_photometer
DE15L_MAAP_NM_1,air_monitor,filter_absorption_photometer
DE15L_O3Neumayer1,air_monitor,uv_abs
DE15L_O3Neumayer2,air_monitor,uv_abs
DE15L_O3Neumayer3,air_monitor,uv_abs
DE15L_TSI_3563_NMY_dry,air_monitor,nephelometer
DE15L_TSI_3775_NMY,air_monitor,cpc
DE15L_nmy_o3,air_monitor,ECC_ozone_monitor
DE16L_MAAP_CHMI_Usti,air_monitor,filter_absorption_photometer
DE16L_MAAP_LfULG_Annaberg-Buchholz,air_monitor,filter_absorption_photometer
DE16L_SMPS_LfULG_Annaberg-Buchholz,air_monitor,smps
DE16L_SMPS_LfULG_Dresden-Winckelmannstrasse,air_monitor,smps
DE18L_TSI_3563_DE08,air_monitor,nephelometer
DE44L_zug_o3,air_monitor,uv_abs
DE47L_IUTA-SMPS,air_monitor,smps
DK01L_BS2_2,precip_sampler,bulk_sampler
DK01L_DK01L_HVS,air_sampler,high_vol_sampler
DK01L_FP1N,air_sampler,filter_3pack
DK01L_FP1N_dup,air_sampler,filter_3pack
DK01L_FP2N,air_sampler,filter_3pack
DK01L_FP3N,air_sampler,filter_3pack
DK01L_FP3U,air_sampler,filter_3pack
DK01L_FP4N,air_sampler,filter_3pack
DK01L_FP4N_05,air_sampler,filter_3pack
DK01L_FP4N_12,air_sampler,filter_3pack
DK01L_FP5N,air_sampler,filter_3pack
DK01L_FP5N_08,air_sampler,filter_3pack
DK01L_FP6N,air_sampler,filter_3pack
DK01L_FP6N_31,air_sampler,filter_3pack
DK01L_HVS,air_sampler,high_vol_sampler
DK01L_NA,NA,NA
DK01L_NILU_f3p_d_0001,air_sampler,filter_3pack
DK01L_NOxmon1,air_monitor,uv_fluoresc
DK01L_NOxmon2,air_monitor,uv_fluoresc
DK01L_NOxmon3,air_monitor,uv_fluoresc
DK01L_NOxmon4,air_monitor,uv_fluoresc
DK01L_NOxmon_05,air_monitor,chemiluminescence_molybdenum
DK01L_NOxmon_08,air_monitor,chemiluminescence_molybdenum
DK01L_NOxmon_12,air_monitor,chemiluminescence_molybdenum
DK01L_NOxmon_31,air_monitor,chemiluminescence_molybdenum
DK01L_O3mon1,air_monitor,uv_abs
DK01L_O3mon10,air_monitor,uv_abs
DK01L_O3mon11,air_monitor,uv_abs
DK01L_O3mon25,air_monitor,uv_abs
DK01L_O3mon3,air_monitor,uv_abs
DK01L_O3mon31,air_monitor,uv_abs
DK01L_O3mon5,air_monitor,uv_abs
DK01L_SM200,air_sampler,beta_gauge_particulate_sampler
DK01L_SM200_12,air_sampler,beta_gauge_particulate_sampler
DK01L_Tekran1,air_monitor,Hg_mon
DK01L_Tekran10,air_monitor,Hg_mon
DK01L_Tekran2,air_monitor,Hg_mon
DK01L_Tekran2_1,air_sampler,gold_trap
DK01L_Tekran3,air_monitor,Hg_mon
DK01L__BS1_2,precip_sampler,bulk_sampler
DK01L__FP4N,air_sampler,filter_3pack
DK01L__FP6N,air_sampler,filter_3pack
DK01L_abs_01,air_sampler,abs_solution
DK01L_abs_02,air_sampler,abs_solution
DK01L_abs_03,air_sampler,abs_solution
DK01L_abs_04,air_sampler,abs_solution
DK01L_abs_05,air_sampler,abs_solution
DK01L_abs_06,air_sampler,abs_solution
DK01L_abst_03,air_sampler,abs_tube
DK01L_airsamp_UK,air_sampler,filter_3pack
DK01L_aws_41,phys_monitor,aws
DK01L_bs-7,precip_sampler,bulk_sampler
DK01L_bs_01,precip_sampler,bulk_sampler
DK01L_bs_02,precip_sampler,bulk_sampler
DK01L_bs_03,precip_sampler,bulk_sampler
DK01L_bs_04,precip_sampler,bulk_sampler
DK01L_bs_05,precip_sampler,bulk_sampler
DK01L_bs_06,precip_sampler,bulk_sampler
DK01L_bs_08,precip_sampler,bulk_sampler
DK01L_bs_1,precip_sampler,bulk_sampler
DK01L_bs_12,precip_sampler,bulk_sampler
DK01L_bs_20,precip_sampler,bulk_sampler
DK01L_bs_22,precip_sampler,bulk_sampler
DK01L_bs_3,precip_sampler,bulk_sampler
DK01L_bs_31,precip_sampler,bulk_sampler
DK01L_bs_5,precip_sampler,bulk_sampler
DK01L_bs_7,precip_sampler,bulk_sampler
DK01L_bs_hm_05,precip_sampler,bulk_sampler
DK01L_bs_hm_1w_05,precip_sampler,bulk_sampler
DK01L_bs_hm_20,precip_sampler,bulk_sampler
DK01L_den_41,air_sampler,denuder
DK01L_f1p_01,air_sampler,filter_1pack
DK01L_f1p_02,air_sampler,filter_1pack
DK01L_f1p_03,air_sampler,filter_1pack
DK01L_f1p_04,air_sampler,filter_1pack
DK01L_f1p_05,air_sampler,filter_1pack
DK01L_f1p_06,air_sampler,filter_1pack
DK01L_f2p_3,air_sampler,filter_2pack
DK01L_f2p_5,air_sampler,filter_2pack
DK01L_f2p_7,air_sampler,filter_2pack
DK01L_f3jp_31,air_sampler,filter_3pack
DK01L_f3p_03,air_sampler,filter_3pack
DK01L_f3p_05,air_sampler,filter_3pack
DK01L_f3p_08,air_sampler,filter_3pack
DK01L_f3p_10,air_sampler,filter_3pack
DK01L_f3p_10_dup,air_sampler,filter_3pack
DK01L_f3p_11,air_sampler,filter_3pack
DK01L_f3p_12,air_sampler,filter_3pack
DK01L_f3p_31,air_sampler,filter_3pack
DK01L_f3p_7,air_sampler,filter_3pack
DK01L_f3p_hm_08,air_sampler,filter_3pack
DK01L_f3p_hm_12,air_sampler,filter_3pack
DK01L_fp3_03,air_sampler,filter_3pack
DK01L_fp3_12,air_sampler,filter_3pack
DK01L_fp3_31,air_sampler,filter_3pack
DK01L_glass_03,air_sampler,glass_sinter
DK01L_glass_05,air_sampler,glass_sinter
DK01L_glass_08,air_sampler,glass_sinter
DK01L_hm_bs_05,precip_sampler,bulk_sampler
DK01L_hm_bs_08,precip_sampler,bulk_sampler
DK01L_hm_bs_12,precip_sampler,bulk_sampler
DK01L_hm_bs_20,precip_sampler,bulk_sampler
DK01L_hm_bs_22,precip_sampler,bulk_sampler
DK01L_hm_bs_31,precip_sampler,bulk_sampler
DK01L_hm_bs_xx,precip_sampler,bulk_sampler
DK01L_hvs_10,air_sampler,high_vol_sampler
DK01L_lvs_41,air_sampler,low_vol_sampler
DK01L_mod_seq4750_03,air_sampler,filter_3pack
DK01L_mod_seq4750_08,air_sampler,filter_3pack
DK01L_mod_seq4750_12,air_sampler,filter_3pack
DK01L_opsis_sm200_5,air_monitor,b-attenuation
DK01L_precip_bulk_UK,precip_sampler,bulk_sampler
DK01L_teom_41,air_sampler,TEOM
DK01L_uv_05,air_monitor,uv_fluoresc
DK01L_uv_05_dup,air_monitor,uv_fluoresc
DK01L_uv_08,air_monitor,uv_fluoresc
DK01L_uv_09,air_monitor,uv_fluoresc
DK01L_uv_09_1,air_monitor,uv_abs
DK01L_uv_12,air_monitor,uv_abs
DK01L_uv_12_1,air_monitor,uv_fluoresc
DK01L_uv_41,air_monitor,uv_fluoresc
DK01L_uv_abs_31,air_monitor,uv_abs
DK01L_uv_abs_32,air_monitor,uv_abs
DK01L_uv_abs_41,air_monitor,uv_abs
DK01L_uv_abs_5,air_monitor,uv_abs
DK01L_uv_nox_12,air_monitor,uv_fluoresc
DK01L_wados_03,precip_sampler,wet_only_sampler
DK01L_wados_05,precip_sampler,wet_only_sampler
DK01L_wados_07,precip_sampler,wet_only_sampler
DK01L_wados_08,precip_sampler,wet_only_sampler
DK01L_wados_20,precip_sampler,wet_only_sampler
DK01L_wados_22,precip_sampler,wet_only_sampler
DK01L_wados_22_dup,precip_sampler,wet_only_sampler
DK01L_wados_31,precip_sampler,wet_only_sampler
DZ01L_ask_o3,air_monitor,uv_abs
EE01L_Chemilum_11,air_monitor,chemiluminescence_photolytic
EE01L_Chemilum_9,air_monitor,chemiluminescence_photolytic
EE01L_EE01_HPLC-UV,air_sampler,ads_tube
EE01L_EE01_Lumex_RA_915AM,air_monitor,Hg_mon
EE01L_EE01_bs1,precip_sampler,bulk_sampler
EE01L_EE01_bs2,precip_sampler,bulk_sampler
EE01L_EE01_cl1_09,air_monitor,chemiluminescence_photolytic
EE01L_EE01_cl2,air_monitor,chemiluminescence_photolytic
EE01L_EE01_cl2_ee11,air_monitor,chemiluminescence_photolytic
EE01L_EE01_fp2,air_sampler,filter_1pack
EE01L_EE01_hvs2,air_sampler,high_vol_sampler
EE01L_EE01_ia1,air_monitor,infrared_absorption
EE01L_EE01_ra2,air_monitor,beta_ray_absorption
EE01L_EE01_ra2_0011,air_monitor,beta_ray_absorption
EE01L_EE01_ua1,air_monitor,uv_abs
EE01L_EE01_ua2,air_monitor,uv_abs
EE01L_EE01_uf2,air_monitor,uv_fluoresc
EE01L_EE01_uf2_ee11,air_monitor,uv_fluoresc
EE01L_HPLC-UV,air_sampler,ads_tube
EE01L_abst_9,air_sampler,abs_tube
EE01L_ba1_09,air_monitor,b-attenuation
EE01L_ba2_11,air_monitor,b-attenuation
EE01L_bs_09,precip_sampler,bulk_sampler
EE01L_bs_11,precip_sampler,bulk_sampler
EE01L_bs_2,precip_sampler,bulk_sampler
EE01L_bs_9,precip_sampler,bulk_sampler
EE01L_bs__hm_09,precip_sampler,bulk_sampler
EE01L_bs_hm_09,precip_sampler,bulk_sampler
EE01L_bs_hm_11,precip_sampler,bulk_sampler
EE01L_chem_11,air_monitor,chemiluminescence_photolytic
EE01L_cl1_09,air_monitor,chemiluminescence_photolytic
EE01L_cl2_09,air_monitor,chemiluminescence_photolytic
EE01L_cl2_11,air_monitor,chemiluminescence_photolytic
EE01L_f1p_09,air_sampler,filter_1pack
EE01L_f2p_9,air_sampler,filter_2pack
EE01L_f3p_9,air_sampler,filter_3pack
EE01L_glass_9,air_sampler,glass_sinter
EE01L_hs1_09,air_sampler,high_vol_sampler
EE01L_hvs2,air_sampler,high_vol_sampler
EE01L_ia1,air_monitor,infrared_absorption
EE01L_ia1_09,air_monitor,infrared_absorption
EE01L_uf1_09,air_monitor,uv_fluoresc
EE01L_uf2_11,air_monitor,uv_fluoresc
EE01L_uv_11,air_monitor,uv_fluoresc
EE01L_uv_9,air_monitor,uv_fluoresc
EE01L_uv_abs_09,air_monitor,uv_abs
EE01L_uv_abs_11,air_monitor,uv_abs
EE01L_uvf_09,air_monitor,uv_fluoresc
EE01L_uvf_11,air_monitor,uv_fluoresc
EE02L_EE02_aws,phys_monitor,aws
EG01L_Thermo43I_CAI,air_monitor,uv_fluoresc
EG01L_Thermo49I_CAI,air_monitor,uv_abs
EG01L_Thermo49I_FRF,air_monitor,uv_abs
EG01L_Thermo49I_HUR,air_monitor,uv_abs
EG01L_Thermo5030_CAI,air_sampler,beta_gauge_particulate_sampler
EG01L_high_vol_HUR,air_sampler,high_vol_sampler
EG01L_high_vol_MRS,air_sampler,high_vol_sampler
ES01L_1042,air_sampler,high_vol_sampler
ES01L_106,air_sampler,filter_1pack
ES01L_111.07,air_sampler,high_vol_sampler
ES01L_130,air_sampler,filter_1pack
ES01L_133,air_sampler,filter_1pack
ES01L_149,air_sampler,high_vol_sampler
ES01L_150,air_sampler,filter_1pack
ES01L_2000B2054-29909,air_sampler,filter_1pack
ES01L_2000B2054-99911,air_sampler,filter_1pack
ES01L_2000B205419909,air_sampler,filter_1pack
ES01L_2000B205429909,air_sampler,filter_1pack
ES01L_2000B20599908,air_sampler,filter_1pack
ES01L_2000B20780311,air_sampler,filter_1pack
ES01L_200FB211291011,air_sampler,filter_1pack
ES01L_200FB211301011,air_sampler,filter_1pack
ES01L_200FB211311011,air_sampler,filter_1pack
ES01L_200FB211331011,air_sampler,filter_1pack
ES01L_200FB211371011,air_sampler,filter_1pack
ES01L_200FB211541012,air_sampler,filter_1pack
ES01L_3178,precip_sampler,wet_only_sampler
ES01L_3181,precip_sampler,wet_only_sampler
ES01L_3272,precip_sampler,wet_only_sampler
ES01L_3330,precip_sampler,wet_only_sampler
ES01L_3583699,air_sampler,ads_tube
ES01L_4-8021,air_sampler,steel_canister
ES01L_595,air_sampler,high_vol_sampler
ES01L_8609,precip_sampler,wet_only_sampler
ES01L_8613,precip_sampler,wet_only_sampler
ES01L_A-111,precip_sampler,wet_only_sampler
ES01L_A-112,precip_sampler,wet_only_sampler
ES01L_A-115,precip_sampler,wet_only_sampler
ES01L_A-116,precip_sampler,wet_only_sampler
ES01L_A-117,precip_sampler,wet_only_sampler
ES01L_A-118,precip_sampler,wet_only_sampler
ES01L_A-120,air_sampler,high_vol_sampler
ES01L_A-121,precip_sampler,wet_only_sampler
ES01L_A-151,air_sampler,filter_1pack
ES01L_A-156,air_sampler,filter_1pack
ES01L_A-157,air_sampler,filter_1pack
ES01L_A-158,air_sampler,filter_1pack
ES01L_A-160,air_sampler,filter_1pack
ES01L_A-161,air_sampler,filter_1pack
ES01L_ARS721,precip_sampler,wet_only_sampler
ES01L_C-279,air_sampler,high_vol_sampler
ES01L_C-280,air_sampler,high_vol_sampler
ES01L_CLA-001,precip_sampler,wet_only_sampler
ES01L_CLA-001-E,precip_sampler,wet_only_sampler
ES01L_CLA-001_E,precip_sampler,wet_only_sampler
ES01L_CPH-004,precip_sampler,wet_only_sampler
ES01L_D-461,air_sampler,high_vol_sampler
ES01L_D-492,air_sampler,high_vol_sampler
ES01L_D-496,air_sampler,high_vol_sampler
ES01L_D-497,air_sampler,high_vol_sampler
ES01L_D-503,air_sampler,high_vol_sampler
ES01L_D-511_08,air_sampler,high_vol_sampler
ES01L_D-513,air_sampler,high_vol_sampler
ES01L_D-515,air_sampler,high_vol_sampler
ES01L_D-516,air_sampler,high_vol_sampler
ES01L_D-518,air_sampler,high_vol_sampler
ES01L_D21225,precip_sampler,wet_only_sampler
ES01L_DH-77-151,air_sampler,high_vol_sampler
ES01L_DH77-150,air_sampler,high_vol_sampler
ES01L_DP1222-0807,precip_sampler,bulk_sampler
ES01L_ES0001R_2000B2054-29909,air_sampler,filter_1pack
ES01L_ES0001R_2000B2054-99911,air_sampler,filter_1pack
ES01L_ES0001R_3181,precip_sampler,wet_only_sampler
ES01L_ES0001R_3583699,air_sampler,ads_tube
ES01L_ES0001R_4_8021,air_sampler,steel_canister
ES01L_ES0001R_595,air_sampler,high_vol_sampler
ES01L_ES0001R_D-207,air_sampler,high_vol_sampler
ES01L_ES0001R_D21225,precip_sampler,wet_only_sampler
ES01L_ES0001R_DH77-150,air_sampler,high_vol_sampler
ES01L_ES0001R_DP1219_0807,precip_sampler,bulk_sampler
ES01L_ES0001R_DP1222_0807,precip_sampler,bulk_sampler
ES01L_ES0001R_Derenda_108.07,air_sampler,low_vol_sampler
ES01L_ES0001R_Digitel-150,air_sampler,high_vol_sampler
ES01L_ES0001R_P5461,air_sampler,high_vol_sampler
ES01L_ES0001R_RADIELLO,air_monitor,passive_sampler
ES01L_ES0001R_TISCH_595,air_sampler,high_vol_sampler
ES01L_ES0005R_2000B205459911,air_sampler,filter_1pack
ES01L_ES0005R_2000B205469911,air_sampler,filter_1pack
ES01L_ES0005R_200FB211541012,air_sampler,filter_1pack
ES01L_ES0005R_3179,precip_sampler,wet_only_sampler
ES01L_ES0005R_393,air_sampler,high_vol_sampler
ES01L_ES0005R_393_dup,air_sampler,high_vol_sampler
ES01L_ES0005R_NSA181_S,precip_sampler,wet_only_sampler
ES01L_ES0005R_NSA_181-S,precip_sampler,wet_only_sampler
ES01L_ES0006R_2000B205419909,air_sampler,filter_1pack
ES01L_ES0006R_2000B205429909,air_sampler,filter_1pack
ES01L_ES0006R_3178,precip_sampler,wet_only_sampler
ES01L_ES0006R_DP1219-0807,precip_sampler,bulk_sampler
ES01L_ES0006R_DP1222-0807,precip_sampler,bulk_sampler
ES01L_ES0006R_DP1222_0807,precip_sampler,bulk_sampler
ES01L_ES0006R_Digitel-151,air_sampler,high_vol_sampler
ES01L_ES0006R_NSA181_S,precip_sampler,wet_only_sampler
ES01L_ES0006R_P5461,air_sampler,high_vol_sampler
ES01L_ES0006R_P7200TSPBLX,air_sampler,high_vol_sampler
ES01L_ES0007R_106,air_sampler,filter_1pack
ES01L_ES0007R_150,air_sampler,filter_1pack
ES01L_ES0007R_8609,precip_sampler,wet_only_sampler
ES01L_ES0007R_ARS721,precip_sampler,wet_only_sampler
ES01L_ES0007R_D-497,air_sampler,high_vol_sampler
ES01L_ES0007R_DP1219_0807,precip_sampler,bulk_sampler
ES01L_ES0007R_DP1222_0807,precip_sampler,bulk_sampler
ES01L_ES0007R_MCV_A-002_1155,air_sampler,low_vol_sampler
ES01L_ES0007R_MCV_A-002_1254,air_sampler,filter_1pack
ES01L_ES0007R_MCV_A-003_1254,air_sampler,filter_1pack
ES01L_ES0007R_MCV_D-497,air_sampler,high_vol_sampler
ES01L_ES0007R_P5461,air_sampler,high_vol_sampler
ES01L_ES0007R_P7774X,air_sampler,high_vol_sampler
ES01L_ES0007R_RADIELLO,air_monitor,passive_sampler
ES01L_ES0007R_TISCH_0393,air_sampler,high_vol_sampler
ES01L_ES0007R_Tisch-0393,air_sampler,high_vol_sampler
ES01L_ES0008R_148,air_sampler,high_vol_sampler
ES01L_ES0008R_200FB211321011,air_sampler,filter_1pack
ES01L_ES0008R_200FB212691108,air_sampler,filter_1pack
ES01L_ES0008R_3330,precip_sampler,wet_only_sampler
ES01L_ES0008R_A-112,precip_sampler,wet_only_sampler
ES01L_ES0008R_A-114,precip_sampler,wet_only_sampler
ES01L_ES0008R_CLA-001_E,precip_sampler,wet_only_sampler
